线索ID,日期,城市,渠道,客户年龄,客户性别,试驾时长,是否下订,is_outlier,试驾时长_raw,线索月份,跟进总次数,平均沟通时长,最大沟通时长,沟通时长标准差,最早跟进日期,最晚跟进日期,主要跟进方式,电话占比,微信占比,面谈占比,主要销售员ID,涉及销售员数,首次跟进间隔天数,跟进天数跨度,跟进强度,订单ID,交付日期,车型,配置,颜色,交付里程,是否延迟交付,交付评分,线索到交付天数,投诉次数,主要投诉类型,投诉类型数,平均处理时长,最大处理时长,售后平均满意度,售后最低满意度,是否有投诉,销售员ID,销售员城市,主要销售员职级,销售员入职日期,主要销售员绩效,销售员经验天数,租金(万),水电(万),市场费用(万),总运营成本万,年龄分段,是否周末,季度,城市当月线索数,渠道历史转化率,销售员历史转化率
L000279,2025-11-20,成都,朋友推荐,25,男,46,1,0,46,2025-11,8,7.2,15.0,4.9,2025-11-21,2025-12-05,电话,0.503,0.189,0.309,S012,1,1,14,0.533,O000278,2025-12-23,G9,702 Max,月光银,239.0,0.0,3.1,33.0,1,售后响应,1,9.9,16.3,3.9,3.8,1,S012,成都,高级,2021-02-24,B,1730,16.25,2.74,19.18,34.52,18-25,0,2025Q4,20,0.33,0.29
L000280,2025-07-24,北京,抖音,50,女,22,0,0,22,2025-07,4,34.2,52.4,8.6,2025-07-29,2025-08-15,面谈,0.124,0.122,0.754,S016,2,5,17,0.222,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S016,北京,初级,2023-08-15,B,709,18.49,4.5,36.49,25.63,46-55,0,2025Q3,18,0.27,0.297
L000281,2025-08-31,上海,小红书,44,男,52,0,0,52,2025-08,2,41.4,47.4,5.6,2025-09-03,2025-09-07,电话,0.525,0.439,0.036,S045,3,3,4,0.4,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S045,上海,中级,2021-12-20,C,1350,28.4,4.7,13.34,35.01,36-45,1,2025Q3,14,0.29,0.33
L000282,2025-12-16,杭州,朋友推荐,50,女,52,1,0,52,2025-12,3,4.9,18.9,3.0,2025-12-18,2025-12-21,电话,0.561,0.398,0.041,S049,2,2,3,0.75,O000281,2026-01-10,G9,650 Max,暗夜黑,209.0,1.0,3.8,25.0,1,异响/装配,1,10.4,18.0,3.7,3.3,1,S049,杭州,高级,2021-03-05,A,1747,24.8,4.59,38.02,68.54,46-55,0,2025Q4,17,0.33,0.393
L000283,2025-10-05,西安,抖音,35,女,18,1,0,18,2025-10,5,24.1,30.2,3.0,2025-10-08,2025-10-20,微信,0.19,0.648,0.162,S024,1,3,12,0.385,O000282,2025-11-08,G9,702 Max,星阙灰,179.0,0.0,3.0,34.0,1,软件体验,1,7.9,11.2,4.2,3.4,1,S024,西安,高级,2023-06-03,B,855,18.86,6.07,10.97,72.04,26-35,1,2025Q4,19,0.27,0.267
L000284,2025-07-11,上海,懂车帝,40,男,20,1,0,20,2025-07,4,24.9,44.0,7.8,2025-07-17,2025-08-01,微信,0.435,0.516,0.049,S018,1,6,15,0.25,O000283,2025-09-13,G9,702 Max,月光银,204.0,0.0,2.9,64.0,0,无,0,0.0,0.0,0.0,0.0,0,S018,上海,中级,2021-09-19,B,1391,27.41,5.95,9.62,73.8,36-45,0,2025Q3,14,0.34,0.251
L000285,2025-11-20,成都,抖音,44,女,37,0,0,37,2025-11,2,37.1,45.1,6.1,2025-11-21,2025-11-30,电话,0.725,0.232,0.043,S013,1,1,9,0.2,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S013,成都,高级,2021-06-26,C,1608,23.05,4.34,25.86,56.04,36-45,0,2025Q4,20,0.27,0.332
L000286,2025-08-25,南京,懂车帝,40,女,53,1,0,53,2025-08,3,3.1,21.6,7.2,2025-08-31,2025-09-19,微信,0.313,0.537,0.15,S048,2,6,19,0.15,O000285,2025-09-27,G9,650 Performance,星云白,228.0,0.0,4.0,33.0,0,无,0,0.0,0.0,0.0,0.0,0,S048,南京,中级,2022-05-04,B,1209,27.61,4.1,41.25,46.45,36-45,0,2025Q3,14,0.34,0.316
L000287,2025-07-28,北京,门店,31,男,44,0,0,44,2025-07,2,10.5,25.7,3.3,2025-08-04,2025-08-05,面谈,0.094,0.215,0.691,S024,2,7,1,1.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S024,北京,中级,2021-11-16,B,1350,17.0,4.11,18.08,47.99,26-35,0,2025Q3,18,0.31,0.345
L000288,2025-11-18,深圳,小红书,42,男,42,0,0,42,2025-11,4,8.6,16.2,7.3,2025-11-25,2025-11-27,微信,0.33,0.404,0.266,S025,3,7,2,1.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,深圳,中级,2021-08-31,B,1540,10.32,4.8,23.22,27.71,36-45,0,2025Q4,17,0.29,0.298
L000289,2025-09-06,深圳,门店,54,男,39,1,0,39,2025-09,3,4.6,22.7,3.8,2025-09-09,2025-09-10,面谈,0.126,0.071,0.802,S020,3,3,1,1.5,O000288,2025-11-15,G9,702 Max,星际绿,22.0,1.0,3.4,70.0,0,无,0,0.0,0.0,0.0,0.0,0,S020,深圳,中级,2023-12-09,A,637,31.12,5.08,28.02,32.07,46-55,1,2025Q3,19,0.31,0.322
L000290,2025-10-18,杭州,车展,43,男,32,1,0,32,2025-10,2,21.3,36.3,2.8,2025-10-21,2025-10-31,微信,0.261,0.662,0.077,S019,1,3,10,0.182,O000289,2025-12-30,G9,570 Plus,星际绿,246.0,1.0,4.6,73.0,0,无,0,0.0,0.0,0.0,0.0,0,S019,杭州,中级,2023-08-18,B,792,14.12,5.92,24.03,23.67,36-45,1,2025Q4,13,0.25,0.396
L000291,2025-07-10,重庆,车展,50,男,41,0,0,41,2025-07,4,7.4,19.5,6.0,2025-07-13,2025-07-27,面谈,0.191,0.33,0.479,S047,2,3,14,0.267,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S047,重庆,中级,2022-03-01,A,1227,11.82,4.27,30.55,60.75,46-55,0,2025Q3,11,0.25,0.297
L000292,2025-08-16,杭州,车展,47,女,39,0,0,39,2025-08,1,19.3,37.3,0.0,2025-08-23,2025-09-03,微信,0.269,0.684,0.047,S002,2,7,11,0.083,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S002,杭州,中级,2022-11-12,C,1008,17.04,4.62,12.44,45.39,46-55,1,2025Q3,19,0.25,0.258
L000293,2025-12-22,北京,懂车帝,48,女,35,1,0,35,2025-12,3,16.0,32.6,7.5,2025-12-29,2026-01-06,电话,0.51,0.405,0.085,S016,2,7,8,0.333,O000292,2026-01-16,G9,702 Pro,月光银,141.0,1.0,2.8,25.0,2,充电体验,1,9.4,17.5,3.6,2.8,1,S016,北京,高级,2022-07-16,B,1255,30.89,4.79,14.51,35.52,46-55,0,2025Q4,8,0.34,0.336
L000294,2025-09-15,深圳,懂车帝,36,女,25,0,0,25,2025-09,1,9.8,20.6,0.0,2025-09-17,2025-09-28,微信,0.208,0.419,0.372,S035,1,2,11,0.083,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S035,深圳,初级,2023-05-21,B,848,10.15,3.16,14.13,51.79,36-45,0,2025Q3,19,0.34,0.363
L000295,2025-10-03,北京,门店,23,女,46,0,0,46,2025-10,1,15.2,25.9,0.0,2025-10-07,2025-10-12,微信,0.466,0.49,0.044,S031,1,4,5,0.167,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S031,北京,高级,2021-01-15,B,1722,22.45,1.97,38.28,73.1,18-25,0,2025Q4,11,0.31,0.395
L000296,2025-07-12,广州,朋友推荐,39,男,21,0,0,21,2025-07,3,16.4,33.6,2.0,2025-07-18,2025-08-09,电话,0.52,0.374,0.106,S034,3,6,22,0.13,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S034,广州,中级,2021-10-09,B,1372,19.94,6.16,35.71,56.78,36-45,1,2025Q3,21,0.33,0.276
L000297,2025-09-08,杭州,朋友推荐,31,女,35,0,0,35,2025-09,2,20.1,25.5,1.9,2025-09-11,2025-09-23,电话,0.554,0.385,0.061,S041,3,3,12,0.154,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S041,杭州,中级,2023-08-26,B,744,24.92,3.85,12.01,69.22,26-35,0,2025Q3,11,0.33,0.252
L000298,2025-08-25,杭州,抖音,49,男,16,0,0,16,2025-08,1,22.4,27.4,0.0,2025-08-28,2025-09-08,电话,0.512,0.441,0.047,S003,2,3,11,0.083,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S003,杭州,中级,2022-08-26,B,1095,12.0,3.28,18.79,71.42,46-55,0,2025Q3,19,0.27,0.398
L000299,2025-07-28,成都,门店,45,男,15,0,0,15,2025-07,5,16.4,26.3,8.2,2025-08-03,2025-08-15,电话,0.592,0.357,0.05,S018,1,6,12,0.385,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S018,成都,中级,2022-02-20,A,1254,27.53,4.37,36.87,48.28,36-45,0,2025Q3,14,0.31,0.225
L000300,2025-07-29,广州,朋友推荐,28,男,53,1,0,53,2025-07,4,17.3,25.4,8.9,2025-07-29,2025-08-19,电话,0.515,0.139,0.346,S047,3,0,21,0.182,O000299,2025-09-18,G9,650 Performance,星云白,19.0,0.0,4.0,51.0,0,无,0,0.0,0.0,0.0,0.0,0,S047,广州,初级,2022-10-21,B,1012,12.59,4.58,13.86,70.83,26-35,0,2025Q3,21,0.33,0.32
L000301,2025-10-22,重庆,懂车帝,55,女,36,0,0,36,2025-10,4,19.5,36.9,4.0,2025-10-22,2025-11-09,微信,0.382,0.545,0.072,S049,1,0,18,0.211,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S049,重庆,中级,2021-03-03,C,1694,20.96,6.32,21.92,73.21,46-55,0,2025Q4,23,0.34,0.302
L000302,2025-09-29,杭州,懂车帝,38,男,28,1,0,28,2025-09,6,23.1,35.9,6.1,2025-10-01,2025-10-14,微信,0.436,0.438,0.126,S011,1,2,13,0.429,O000301,2025-10-24,G9,650 Performance,月光银,253.0,1.0,3.3,25.0,1,软件体验,1,4.6,10.7,3.9,3.9,1,S011,杭州,中级,2023-12-17,C,652,25.53,4.11,8.08,44.44,36-45,0,2025Q3,11,0.34,0.257
L000303,2025-10-24,重庆,抖音,34,女,44,0,0,44,2025-10,3,12.0,29.3,2.3,2025-10-24,2025-10-27,微信,0.286,0.41,0.305,S001,1,0,3,0.75,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S001,重庆,中级,2022-11-22,B,1067,11.23,4.48,16.27,35.55,26-35,0,2025Q4,23,0.27,0.344
L000304,2025-07-11,广州,小红书,40,女,48,1,0,48,2025-07,4,15.4,25.2,2.1,2025-07-16,2025-07-25,电话,0.475,0.262,0.263,S050,2,5,9,0.4,O000303,2025-09-08,G9,650 Max,星阙灰,92.0,1.0,3.8,59.0,0,无,0,0.0,0.0,0.0,0.0,0,S050,广州,中级,2024-01-17,B,541,30.4,1.87,10.54,67.22,36-45,0,2025Q3,21,0.29,0.325
L000305,2025-12-20,南京,抖音,37,男,23,0,0,23,2025-12,2,17.2,35.6,1.2,2025-12-20,2025-12-24,电话,0.615,0.147,0.237,S012,3,0,4,0.4,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S012,南京,中级,2023-10-17,A,795,31.89,3.68,13.44,54.36,36-45,1,2025Q4,19,0.27,0.244
L000306,2025-11-04,武汉,抖音,40,女,56,1,0,56,2025-11,6,23.4,42.3,3.2,2025-11-06,2025-11-25,电话,0.638,0.286,0.077,S033,3,2,19,0.3,O000305,2025-12-12,G9,702 Pro,暗夜黑,46.0,0.0,3.9,38.0,0,无,0,0.0,0.0,0.0,0.0,0,S033,武汉,资深,2023-01-11,B,1028,21.63,3.44,9.24,48.85,36-45,0,2025Q4,14,0.27,0.305
L000307,2025-12-19,成都,门店,27,男,42,0,0,42,2025-12,2,20.2,28.5,8.4,2025-12-20,2025-12-30,面谈,0.429,0.096,0.475,S015,2,1,10,0.182,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S015,成都,高级,2023-01-02,B,1082,10.34,4.92,31.38,40.22,26-35,0,2025Q4,14,0.31,0.258
L000308,2025-08-22,武汉,朋友推荐,25,男,45,0,0,45,2025-08,3,25.8,33.6,2.1,2025-08-28,2025-08-29,电话,0.485,0.471,0.044,S025,3,6,1,1.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,武汉,高级,2021-05-26,A,1549,27.81,1.93,39.82,30.78,18-25,0,2025Q3,12,0.33,0.227
L000309,2025-07-27,广州,懂车帝,31,女,52,1,0,52,2025-07,3,16.2,20.9,7.3,2025-08-02,2025-08-12,电话,0.57,0.395,0.035,S016,3,6,10,0.273,O000308,2025-10-06,G9,650 Performance,暗夜黑,196.0,0.0,4.0,71.0,0,无,0,0.0,0.0,0.0,0.0,0,S016,广州,中级,2021-12-24,B,1311,12.38,2.38,9.67,44.03,26-35,1,2025Q3,21,0.34,0.298
L000310,2025-11-03,成都,车展,40,男,54,0,0,54,2025-11,2,13.9,27.1,1.2,2025-11-09,2025-11-22,微信,0.398,0.483,0.12,S032,3,6,13,0.143,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S032,成都,中级,2022-01-13,B,1390,21.59,2.85,36.49,42.08,36-45,0,2025Q4,20,0.25,0.319
L000311,2025-10-19,北京,朋友推荐,28,男,45,1,0,45,2025-10,1,15.0,34.2,0.0,2025-10-19,2025-11-01,微信,0.467,0.495,0.038,S047,1,0,13,0.071,O000310,2025-12-22,G9,650 Max,暗夜黑,133.0,0.0,3.2,64.0,1,软件体验,1,11.4,17.9,3.5,3.1,1,S047,北京,高级,2021-03-21,C,1673,16.52,3.58,19.49,25.3,26-35,1,2025Q4,11,0.33,0.231
L000312,2025-07-04,广州,抖音,41,男,38,0,0,38,2025-07,1,4.0,10.9,0.0,2025-07-07,2025-07-31,电话,0.455,0.151,0.393,S026,3,3,24,0.04,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S026,广州,中级,2022-02-04,B,1246,15.9,4.46,26.85,69.84,36-45,0,2025Q3,21,0.27,0.345
L000313,2025-07-18,南京,抖音,21,男,50,0,0,50,2025-07,2,19.1,32.5,3.2,2025-07-24,2025-08-14,电话,0.633,0.321,0.045,S024,3,6,21,0.091,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S024,南京,高级,2022-09-17,C,1035,13.8,4.72,16.84,70.95,18-25,0,2025Q3,13,0.27,0.291
L000314,2025-12-15,重庆,门店,40,女,41,0,0,41,2025-12,3,11.3,22.2,3.3,2025-12-18,2026-01-06,电话,0.61,0.34,0.049,S023,1,3,19,0.15,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S023,重庆,中级,2024-03-07,C,648,20.02,3.58,28.21,46.4,36-45,0,2025Q4,12,0.31,0.295
L000315,2025-07-13,西安,小红书,26,男,22,0,0,22,2025-07,4,14.5,32.9,3.9,2025-07-18,2025-08-05,面谈,0.368,0.232,0.4,S003,3,5,18,0.211,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S003,西安,中级,2021-01-27,B,1628,17.0,4.32,17.94,42.3,26-35,1,2025Q3,24,0.29,0.272
L000316,2025-09-22,南京,朋友推荐,56,男,16,0,0,16,2025-09,4,15.3,19.5,7.6,2025-09-29,2025-10-04,面谈,0.277,0.184,0.539,S047,1,7,5,0.667,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S047,南京,资深,2022-01-17,B,1344,17.32,5.19,36.92,30.41,56+,0,2025Q3,23,0.33,0.317
L000317,2025-07-23,深圳,抖音,41,女,51,0,0,51,2025-07,4,10.8,20.0,8.0,2025-07-23,2025-08-03,微信,0.138,0.669,0.194,S002,3,0,11,0.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S002,深圳,中级,2021-01-12,B,1653,16.65,1.92,27.12,25.31,36-45,0,2025Q3,24,0.27,0.243
L000318,2025-07-09,北京,抖音,42,女,43,1,0,43,2025-07,5,20.1,39.5,8.3,2025-07-11,2025-07-24,电话,0.686,0.268,0.046,S026,3,2,13,0.357,O000317,2025-09-05,G9,702 Max,星云白,94.0,0.0,3.8,58.0,0,无,0,0.0,0.0,0.0,0.0,0,S026,北京,高级,2021-12-10,B,1307,16.78,3.71,20.33,33.16,36-45,0,2025Q3,18,0.27,0.26
L000319,2025-09-14,深圳,小红书,37,男,25,0,0,25,2025-09,2,8.4,22.3,2.4,2025-09-17,2025-10-07,面谈,0.348,0.152,0.501,S022,1,3,20,0.095,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S022,深圳,初级,2023-09-04,B,741,19.57,4.27,13.93,69.92,36-45,1,2025Q3,19,0.29,0.254
L000320,2025-07-08,西安,抖音,25,女,35,0,0,35,2025-07,3,15.7,21.4,5.4,2025-07-09,2025-07-12,微信,0.33,0.627,0.043,S037,1,1,3,0.75,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S037,西安,中级,2023-04-10,A,820,19.31,1.85,8.5,37.15,18-25,0,2025Q3,24,0.27,0.385
L000321,2025-08-02,武汉,车展,36,男,51,0,0,51,2025-08,3,12.1,22.7,1.6,2025-08-06,2025-08-30,电话,0.429,0.334,0.238,S044,2,4,24,0.12,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S044,武汉,中级,2024-03-30,C,490,12.92,6.35,15.49,67.43,36-45,1,2025Q3,12,0.25,0.391
L000322,2025-07-27,重庆,抖音,50,男,25,0,0,25,2025-07,5,8.3,26.3,6.2,2025-07-28,2025-08-14,电话,0.555,0.402,0.043,S035,3,1,17,0.278,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S035,重庆,中级,2022-03-02,A,1243,29.22,3.24,21.71,36.71,46-55,1,2025Q3,11,0.27,0.32
L000323,2025-09-29,深圳,懂车帝,44,女,55,1,0,55,2025-09,3,21.9,32.5,4.4,2025-10-01,2025-10-25,微信,0.325,0.575,0.1,S017,3,2,24,0.12,O000322,2025-12-09,G9,650 Performance,星云白,36.0,0.0,2.7,71.0,0,无,0,0.0,0.0,0.0,0.0,0,S017,深圳,中级,2023-10-11,A,719,16.01,5.92,11.89,50.5,36-45,0,2025Q3,19,0.34,0.365
L000324,2025-10-09,西安,抖音,43,男,25,0,0,25,2025-10,4,23.4,29.8,6.9,2025-10-16,2025-10-30,面谈,0.243,0.303,0.454,S030,3,7,14,0.267,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S030,西安,中级,2023-07-15,C,817,17.92,5.08,31.37,59.72,36-45,0,2025Q4,19,0.27,0.326
L000325,2025-07-27,上海,车展,41,男,21,0,0,21,2025-07,4,9.7,13.1,3.0,2025-08-03,2025-08-18,微信,0.286,0.552,0.162,S042,1,7,15,0.25,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S042,上海,中级,2021-11-10,B,1355,22.03,5.73,38.76,51.89,36-45,1,2025Q3,14,0.25,0.23
L000326,2025-11-26,深圳,小红书,52,男,6,0,0,6,2025-11,3,13.0,23.6,7.1,2025-11-30,2025-12-01,电话,0.504,0.366,0.13,S036,1,4,1,1.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S036,深圳,初级,2024-02-29,B,636,14.36,5.6,15.25,25.84,46-55,0,2025Q4,17,0.29,0.299
L000327,2025-12-17,杭州,朋友推荐,40,女,7,0,0,7,2025-12,5,5.6,14.9,5.1,2025-12-22,2026-01-09,微信,0.366,0.591,0.043,S011,2,5,18,0.263,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S011,杭州,初级,2021-06-09,B,1652,11.41,1.84,14.9,71.13,36-45,0,2025Q4,17,0.33,0.254
L000328,2025-10-25,南京,懂车帝,31,女,40,0,0,40,2025-10,6,35.3,54.2,1.6,2025-10-28,2025-11-21,面谈,0.307,0.336,0.357,S044,2,3,24,0.24,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S044,南京,高级,2023-12-12,B,683,31.71,2.02,13.54,54.03,26-35,1,2025Q4,12,0.34,0.383
L000329,2025-07-31,西安,懂车帝,46,男,38,0,0,38,2025-07,2,27.0,35.3,2.8,2025-08-02,2025-08-03,面谈,0.251,0.308,0.441,S042,2,2,1,1.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S042,西安,中级,2021-07-21,B,1471,18.48,5.75,9.31,48.27,46-55,0,2025Q3,24,0.34,0.344
L000330,2025-07-07,北京,懂车帝,39,女,48,0,0,48,2025-07,4,23.3,35.9,6.4,2025-07-13,2025-08-01,电话,0.426,0.271,0.304,S045,1,6,19,0.2,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S045,北京,中级,2021-11-26,B,1319,12.47,2.52,37.2,26.18,36-45,0,2025Q3,18,0.34,0.363
L000331,2025-07-04,上海,车展,39,男,12,0,0,12,2025-07,1,19.0,38.0,0.0,2025-07-06,2025-07-13,电话,0.346,0.336,0.318,S043,3,2,7,0.125,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S043,上海,中级,2023-12-14,B,568,15.6,2.66,19.3,43.67,36-45,0,2025Q3,14,0.25,0.385
L000332,2025-08-02,杭州,朋友推荐,37,男,37,0,0,37,2025-08,2,28.7,47.1,8.8,2025-08-07,2025-08-23,电话,0.41,0.298,0.292,S031,3,5,16,0.118,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S031,杭州,中级,2024-02-23,B,526,11.32,5.61,10.41,72.93,36-45,1,2025Q3,19,0.33,0.28
L000333,2025-12-01,南京,朋友推荐,41,男,30,0,0,30,2025-12,2,15.7,29.7,3.0,2025-12-05,2025-12-22,面谈,0.244,0.271,0.486,S005,1,4,17,0.111,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S005,南京,高级,2023-08-26,C,828,17.32,6.16,13.92,37.26,36-45,0,2025Q4,19,0.33,0.328
L000334,2025-09-17,西安,懂车帝,47,男,22,0,0,22,2025-09,1,16.1,35.9,0.0,2025-09-18,2025-10-09,微信,0.109,0.649,0.242,S030,3,1,21,0.045,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S030,西安,高级,2024-03-12,C,554,29.63,2.63,22.61,36.33,46-55,0,2025Q3,13,0.34,0.309
L000335,2025-11-03,南京,朋友推荐,44,女,29,0,0,29,2025-11,3,24.1,39.7,1.8,2025-11-07,2025-11-22,电话,0.384,0.251,0.365,S012,2,4,15,0.188,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S012,南京,初级,2023-02-28,B,979,21.32,3.32,40.71,52.76,36-45,0,2025Q4,14,0.33,0.371
L000336,2025-07-01,重庆,小红书,32,男,14,0,0,14,2025-07,1,21.5,33.5,0.0,2025-07-06,2025-07-21,面谈,0.256,0.331,0.412,S017,3,5,15,0.062,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S017,重庆,中级,2021-08-10,B,1421,10.88,3.48,20.69,73.1,26-35,0,2025Q3,11,0.29,0.36
L000337,2025-08-01,上海,车展,52,女,33,0,0,33,2025-08,5,12.0,17.4,5.3,2025-08-08,2025-09-01,电话,0.495,0.118,0.387,S045,2,7,24,0.2,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S045,上海,高级,2023-07-05,B,758,27.05,4.97,21.9,33.38,46-55,0,2025Q3,14,0.25,0.381
L000338,2025-07-26,深圳,门店,41,女,48,0,0,48,2025-07,6,25.9,39.7,2.5,2025-07-27,2025-08-14,电话,0.417,0.184,0.399,S013,2,1,18,0.316,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S013,深圳,中级,2023-08-26,C,700,31.8,6.48,30.48,24.01,36-45,1,2025Q3,24,0.31,0.259
L000339,2025-09-22,南京,朋友推荐,25,男,24,1,0,24,2025-09,2,12.9,30.6,5.2,2025-09-26,2025-10-18,电话,0.578,0.246,0.177,S042,2,4,22,0.087,O000338,2025-11-10,G9,702 Max,星际绿,116.0,0.0,3.5,49.0,0,无,0,0.0,0.0,0.0,0.0,0,S042,南京,初级,2022-11-17,B,1040,23.88,5.69,9.64,60.0,18-25,0,2025Q3,23,0.33,0.381
L000340,2025-10-05,武汉,懂车帝,44,男,55,1,0,55,2025-10,4,27.9,34.1,8.9,2025-10-05,2025-10-24,微信,0.435,0.528,0.037,S023,1,0,19,0.2,O000339,2025-11-25,G9,650 Max,星际绿,205.0,1.0,2.6,51.0,1,售后响应,1,7.0,11.2,3.8,3.6,1,S023,武汉,初级,2023-03-03,C,947,10.32,5.83,41.34,32.66,36-45,1,2025Q4,18,0.34,0.263
L000341,2025-12-12,杭州,门店,30,男,37,1,0,37,2025-12,7,22.4,39.6,8.0,2025-12-14,2025-12-22,微信,0.19,0.448,0.362,S050,3,2,8,0.778,O000340,2026-02-04,G9,702 Max,星阙灰,8.0,1.0,3.6,54.0,1,交付等待,1,6.8,8.5,3.8,3.6,1,S050,杭州,高级,2022-05-14,A,1308,30.16,3.53,22.34,22.04,26-35,0,2025Q4,17,0.31,0.334
L000342,2025-07-29,深圳,懂车帝,35,女,31,1,0,31,2025-07,3,13.2,29.1,5.7,2025-08-05,2025-08-16,微信,0.232,0.453,0.315,S047,3,7,11,0.25,O000341,2025-09-12,G9,702 Pro,星阙灰,96.0,1.0,3.6,45.0,0,无,0,0.0,0.0,0.0,0.0,0,S047,深圳,资深,2023-02-26,B,884,11.08,4.61,25.89,22.59,26-35,0,2025Q3,24,0.34,0.257
L000343,2025-07-26,成都,懂车帝,54,男,46,0,0,46,2025-07,5,3.0,8.2,1.3,2025-07-28,2025-08-10,电话,0.684,0.164,0.152,S045,3,2,13,0.357,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S045,成都,高级,2023-06-04,A,783,31.41,5.4,27.3,63.65,46-55,1,2025Q3,14,0.34,0.246
L000344,2025-09-07,重庆,懂车帝,45,女,25,0,0,25,2025-09,4,14.2,21.0,1.2,2025-09-14,2025-09-18,电话,0.706,0.128,0.166,S029,2,7,4,0.8,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S029,重庆,中级,2023-07-15,C,785,30.51,3.44,30.95,31.82,36-45,1,2025Q3,15,0.34,0.275
L000345,2025-10-21,上海,门店,42,女,36,1,0,36,2025-10,5,22.3,36.3,6.5,2025-10-24,2025-11-16,电话,0.565,0.385,0.05,S029,1,3,23,0.208,O000344,2025-12-05,G9,570 Plus,星际绿,39.0,0.0,4.3,45.0,0,无,0,0.0,0.0,0.0,0.0,0,S029,上海,高级,2021-11-18,B,1433,11.73,4.51,29.3,35.2,36-45,0,2025Q4,19,0.31,0.333
L000346,2025-07-02,重庆,懂车帝,34,女,55,1,0,55,2025-07,2,13.3,27.9,3.0,2025-07-06,2025-07-30,电话,0.581,0.317,0.103,S025,3,4,24,0.08,O000345,2025-08-30,G9,702 Max,月光银,155.0,0.0,3.7,59.0,0,无,0,0.0,0.0,0.0,0.0,0,S025,重庆,中级,2022-03-20,C,1200,24.17,5.31,24.68,38.11,26-35,0,2025Q3,11,0.34,0.396
L000347,2025-08-20,重庆,朋友推荐,27,男,39,0,0,39,2025-08,2,15.8,25.4,7.2,2025-08-21,2025-09-13,面谈,0.108,0.394,0.498,S029,3,1,23,0.083,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S029,重庆,中级,2024-01-21,A,577,19.17,2.27,11.56,59.37,26-35,0,2025Q3,16,0.33,0.234
